,HF Rep 1,TTA Rep 1,FO Rep 1,TTA+FO Rep 1,HF Rep 2,TTA Rep 2,FO Rep 2,TTA+FO Rep 2,HF Rep 3,TTA Rep 3,FO Rep 3,TTA+FO Rep 3
P15083,0.0131617968,0.0566669591,-0.019931464,-0.0974064341,0.040531597,0.0697532769,0.1836109208,-0.2194609413,0.0167687875,0.0691344022,-0.1432663649,0.1110832528
P15149,0.4023070013,-0.3954180323,0.1952499153,-0.204792066,0.2942445519,-0.0204915984,0.1155690764,0.1124739506,0.2547849773,-0.1899257517,0.2642017394,0.1465864121
P15149;P11711,0.3496372042,-0.2977997463,0.1358677336,-0.1775292663,0.019354244,-0.3077681027,0.201167742,0.059428881,0.0729132374,-0.162343977,0.0010187434,0.0861327984
P15178,-0.018041637,0.1369361908,-0.1793971027,0.1137228532,NA,NA,NA,NA,-0.0556813078,-0.0124734829,0.0695414812,-0.1260512462
P15650,-0.4359313307,0.6068031798,-0.1719772917,0.0409609079,-0.4824013271,0.5521924717,-0.3398280379,0.1228715935,-0.3760469348,0.4664614306,-0.166025034,0.1412827295
P15651,-0.3376387878,0.4249150439,-0.0793992856,-0.0692833896,-0.3006831763,0.3884731249,-0.3017986974,0.2492271453,-0.3221720651,0.2960958297,-0.078737833,0.1357922613
P15709,NA,NA,NA,NA,1.9659087818,-1.434607301,0.5694306169,-0.6753476464,1.4776606997,-0.5247280279,0.1746155452,-1.0041885058
P15865,0.1058631081,-0.0631728537,-0.0720510161,-0.0816098232,0.1071121634,-0.2212378845,0.1421208422,0.0343549373,0.2986458611,-0.1209872035,-0.0819635586,-0.0755771421
P15865;D4A3K5,NA,NA,NA,NA,0.2747553883,-0.0506120178,0.1240978313,-0.0677188867,NA,NA,NA,NA
P15978,NA,NA,NA,NA,NA,NA,NA,NA,0.0700348567,0.1966683277,0.1955477368,-0.4679977992
P15999,-0.0570595369,0.1430131056,-0.0279995658,-0.0839315638,0.0847982178,-0.1566166253,0.0369144108,0.1545371725,0.0707686317,0.0954781242,-0.1593791286,0.008876034
P16036,-0.1325545545,0.1903252617,-0.0485702365,0.0347917234,-0.0598789621,0.1907779866,-0.1055104771,-0.0387437906,0.0964323381,0.1373570744,-0.2690139451,0.0425064781
P16086,-0.0383553885,0.0418854506,-0.0610285258,0.0375741334,-0.0113701905,0.2625933313,-0.0700137534,-0.02391357,0.1082573818,0.1319889191,-0.0532881703,-0.1109667736
P16232,0.8085127357,-0.7309430996,0.5129709625,-0.6982107687,0.7231245859,-0.5047603843,0.5215840466,-0.6408828905,0.8605775157,-0.890391671,0.33434128,-0.3441684309
P16303,0.1470838867,-0.5770669942,0.713815779,-0.4365198525,-0.1069135221,-0.0895314692,0.4121933539,-0.2563775501,0.2461377975,-0.6493432008,0.1940672003,0.3489324953
P16391,0.2871938778,-0.3056615239,-0.2431297424,0.552330697,0.6268678024,-0.2302035912,-0.1578551198,-0.3165578776,NA,NA,NA,NA
P16409,NA,NA,NA,NA,NA,NA,NA,NA,1.0541842217,0.31329286,-2.7217745769,1.1531653143
P16617,0.1566582056,-0.1942085452,0.0105033004,-0.1131572679,0.2305148923,-0.1571153945,-0.0875488617,-0.1351787069,0.2947872384,-0.0962401952,0.0125228794,-0.1418140697
P16638,0.1943505588,0.5411800624,-0.6315834478,-0.3614948232,0.55095696,0.1626616637,-0.6041787725,-0.019771637,0.5377430609,0.1099682783,-0.868249414,0.5517864598
P16970,-1.2911484001,0.8935413663,-0.8533221128,0.9919260982,-1.0976705734,0.8445549918,-0.7721420031,0.4705410967,-1.0831007983,0.8524702932,-0.4550709054,0.721280102
P17074,0.1848457321,-0.0547048539,-0.1731717136,-0.0105049752,0.1688519244,0.0151537652,-0.000700094,-0.1635130965,0.079272074,-0.0221937665,0.1299748985,-0.2183170194
P17077,-0.0280928268,0.0119353889,0.0541753431,-0.0039146465,0.0983436286,-0.0376994899,-0.0409234492,-0.1747948525,-0.0005768049,-0.0498277862,0.0185353039,-0.3915862854
P17078,-0.0081651303,-0.1493136376,0.0189212374,0.1077525203,-0.0815962557,-0.1293253163,0.1067838448,-0.1245784609,-0.0492013159,0.0404179547,0.0473797031,-0.1580894945
P17078;P84100,0.0262321774,-0.2349732335,0.0225662644,0.1861747917,NA,NA,NA,NA,-0.0604937698,-0.0016037084,0.2169879913,-0.1548905131
P17178,0.4537194662,-0.3185663477,-0.125170446,0.1485980007,NA,NA,NA,NA,0.3745784081,-0.2290596389,-0.3609312938,0.0204314501
P17220,0.2047782614,-0.2064593572,0.0321187056,-0.0568847845,-0.0715864026,-0.0530727768,0.0114375463,-0.0127211421,0.0460141804,-0.0036787262,0.0782887946,-0.1581794911
P17425,0.0351764626,0.1873612022,-0.0350624297,0.1167758318,-0.3186132088,0.3843442689,-0.1644113071,0.0287402251,0.0526077934,0.650176788,-0.4853762932,-0.3309851767
P17475,0.3956850276,-0.5863115996,0.1413534429,0.0913124223,0.1550022075,-0.0356142504,0.2337496642,-0.2830180326,0.1586820926,-0.165227329,0.1898595468,-0.1392452652
P17702,0.093845848,0.1529506709,0.0817131203,0.1988218221,0.0277910883,0.213979955,0.0137050203,-0.0629951626,0.1689121755,-0.1624730448,0.298774264,-0.0351619638
P17712,-0.0935007488,0.0108541479,-0.0234377759,-0.0928379501,0.4014833944,-0.0923893347,-0.5683083698,-0.1439926974,NA,NA,NA,NA
P17764,-0.7992591126,0.7222428966,-0.4191476616,0.4403418432,-0.7965921795,0.7994705284,-0.463308754,0.409079481,-0.7812190293,0.5189419741,-0.1693097533,0.1923354646
P17988,0.7012705984,-0.3991960635,0.085887231,-0.4324969995,0.5180060469,-0.4768072025,0.2100252631,-0.1185214433,0.4446588293,-0.5492669193,0.4138401004,-0.1519861285
P18163,-0.5301369752,0.5116796794,-0.3617053613,0.2111359991,-0.4303529362,0.448830434,-0.3865847939,0.3487838647,-0.5581537447,0.326699534,-0.1664768307,0.274860503
P18163;O88813,-0.5652309327,0.5738343594,-0.3459155375,0.3601519937,NA,NA,NA,NA,-0.6342594184,0.3763348708,-0.0681185883,0.3505549671
P18292,-0.0454627215,0.1529465859,-0.1548162963,0.2681001685,NA,NA,NA,NA,-0.0063519011,0.0109069333,0.1237993801,-0.2946912625
P18297,0.1198632019,-0.1149315952,0.0490708611,-0.1403164146,0.0980076238,0.0049748295,0.0625452651,-0.2066433767,NA,NA,NA,NA
P18418,0.2235914108,-0.3149027987,0.0800538379,0.0120457992,0.2542585111,-0.249465405,0.2821532146,-0.2780765388,0.0694431702,-0.0200977923,0.2940491057,-0.2677959012
P18420,0.0005591376,0.027355413,-0.0377834559,0.1110262605,-0.0161612915,0.0206855188,-0.0116289754,-0.0072665254,-0.0684741135,0.1760507578,-0.113597514,-0.0682784905
P18421,0.0789458454,0.0821001861,-0.1275517656,-0.054459988,-0.1662370142,0.1022414733,0.0460160481,0.0346087865,0.1777227317,0.0359337408,-0.1189194914,-0.1317979188
P18422,0.0445024184,0.0918440215,-0.0243532498,0.0517113742,-0.1331893751,0.2983446635,0.0373900868,-0.9246683229,-0.1332033754,0.1797767393,-0.1678172879,-0.0475712327
P18437,-0.1325232731,0.487582098,-0.2843024599,0.0433978654,-0.1741428618,0.3372370126,-0.1257117357,0.0455190781,0.0024037089,0.2356150579,-0.315137857,-0.0488052981
P18445,-0.109447586,0.1119676563,-0.2805151952,0.1110750743,NA,NA,NA,NA,0.2425174752,0.0456131222,0.2931720068,-0.5643962665
P18484,0.2604111259,-0.0663031087,0.0212345493,-0.1483917662,0.1678347787,0.08637994,-0.1581899635,-0.2599655018,0.1612040601,0.1861432421,-0.06879284,-0.1702826175
P18666,0.1342176202,-0.6166974597,0.1097516122,-0.0654606193,NA,NA,NA,NA,NA,NA,NA,NA
P18757,0.8152837553,-0.7561486582,0.6440367413,-0.6620248525,0.6023349249,-0.8208173391,0.4091161184,-0.3622221326,0.7022717339,-0.3037966512,-0.0026270441,-0.4435219193
P18886,-0.5979427606,0.7227738956,-0.1786042372,0.245465233,-0.8853695931,0.8189596828,-0.3326749968,0.3755787598,-0.6768181214,0.801389086,-0.2859575906,0.2331632992
P19112,-0.0177565913,-0.0381461443,0.05033982,-0.0355245449,0.0986843641,-0.0391670994,-0.1404114027,0.0404693642,-0.0247810577,-0.1275389987,0.0074821094,0.1188045569
P19112;Q9Z1N1,NA,NA,NA,NA,0.0297858996,-0.078963627,-0.0864455743,0.1537690942,0.1798303782,-0.1098495329,-0.063497932,-0.0322514527
P19132,1.3136084124,-0.3164649717,0.8152822675,-1.4974622809,0.9502490979,-0.2619452137,-0.3045084057,-0.1925227959,NA,NA,NA,NA
P19225,-0.2788896787,-0.2234916722,0.2988994545,0.2412031814,-0.0713535913,-0.1355161839,0.074396473,0.0273897636,-0.4806664792,-0.0117283081,0.1732429748,-0.0423717428
P19234,0.3595852431,-0.1150327437,0.1024392156,-0.3115665751,0.3208313725,-0.0968536721,-0.0859637743,-0.1937520165,0.3844304336,-0.0478426042,-0.2057869377,-0.1596173019
P19468,0.2236210386,-0.2103890242,0.1623758177,-0.314655768,0.5238726649,-0.3791230071,0.2752958117,-0.3525998069,0.5864215015,-0.410945009,0.1925017141,-0.1935018023
P19488,0.3753015082,-0.5353813847,1.0244575371,-0.6974389312,NA,NA,NA,NA,0.6221276611,-0.8079554148,0.4259146546,-0.2618393964
P19511,0.0616168069,0.1398416034,-0.0303529419,-0.1459609472,0.1189878436,-0.0809198552,-0.1254837018,0.1579377805,0.0697341816,0.0820213105,-0.177651772,0.0386350863
P19643,0.5607486572,-0.1990478303,0.2744439695,-0.3363542954,0.3197614868,-0.1229121572,0.1378456093,-0.3331421773,0.4380875982,-0.299756933,0.2377491416,-0.2787311585
P19643;P21396,0.4649181509,0.1128016394,0.0857713771,-0.6634911674,0.4070262169,-0.1766804457,0.0440845025,-0.2744302738,NA,NA,NA,NA
P19643;P34058,NA,NA,NA,NA,NA,NA,NA,NA,-0.1751285505,0.1548406,-0.0615169573,0.0818049078
P19804,-0.2738267007,-0.0736034934,0.0266716087,0.4134679684,-0.154058291,-0.1961812986,-0.0005692362,0.0927307478,-0.1477214062,-0.0050917882,0.233229484,-0.2418631017
P19939,0.2336164314,-0.0867980444,0.0582129147,-0.2247706757,0.3865825059,-0.1133737678,0.0817798676,-0.4381960874,0.3946838339,-0.2135669232,0.1575500032,-0.2714481155
P19944,0.0631013185,0.0153474956,0.1194848488,-0.1325244187,-0.0591989667,-0.047513442,0.2675539396,-0.2021132991,NA,NA,NA,NA
P19945,0.0581984867,-0.0427612095,-0.038782349,0.0212210553,0.1400421843,-0.0126100981,0.0583305896,-0.2033638763,0.1436092172,0.0760164947,0.2320902812,-0.0558015202
P20059,0.1666003701,-0.4994110425,-0.14488588,0.5145891323,0.0550462257,0.0922468949,0.146236062,-0.4662893805,0.0007340433,0.376987978,0.0211172092,-0.2640160022
P20069,-0.0891228529,-0.0211615159,0.044349108,0.0339052492,NA,NA,NA,NA,NA,NA,NA,NA
P20070,0.2220495305,-0.060299922,-0.0080853126,-0.3483269025,0.336689303,-0.2093830438,-0.0768044612,-0.1892687418,0.2468456999,-0.1459401594,-0.0985998052,0.0853967877
P20280,0.061497435,-0.1600191243,0.0510508283,0.0697123925,0.0647138204,-0.0281864825,-0.0166981605,-0.1897797917,-0.0677790215,0.0304497608,0.0992818234,-0.0219465503
P20611,NA,NA,NA,NA,NA,NA,NA,NA,-0.0646247404,-0.0512007152,-0.0356398464,0.1353448966
P20650,NA,NA,NA,NA,0.2762586001,0.0790168503,-0.1659335051,-0.1753061209,NA,NA,NA,NA
P20673,0.7289701252,-0.7685997181,0.4463572505,-0.424051942,0.7728879055,-0.6732209766,0.3526133428,-0.467277786,0.5710229187,-0.5305842946,0.1905778107,-0.2680662232
P20760,0.5775241803,-0.2991537608,0.0991032346,-0.4511971222,-0.2454690994,0.8208473222,0.2121571611,-0.7577042325,0.2093630958,0.3375238721,-0.565491102,0.1418142249
P20761,NA,NA,NA,NA,0.2101888563,-0.2539529912,-0.1870548563,0.1338100627,NA,NA,NA,NA
P20788,0.0927018152,0.0030714726,-0.0339264818,0.0395626025,0.1037246781,0.2311809755,-0.1097260707,-0.0051288197,0.0332292833,0.1501479978,-0.3019071897,-0.0890370135
P20814,0.6493450384,-0.8919450365,0.6634050322,-0.487069951,0.1582027024,-0.491536391,0.5429423093,-0.2245067795,0.2646305081,-0.3354303141,0.3231518506,-0.2493050607
P20816,-0.2890520308,-0.5402116567,0.1064644546,0.729896904,-1.0870146173,0.7462425862,0.4296174084,0.2728730329,-0.3676778046,0.142614289,0.4456028944,-0.0384725413
P20816;P20817,-0.6362941128,-0.0303977057,-0.2578430154,0.8986881814,-1.2541696569,0.8238283457,0.0673646821,0.4523961211,-0.8004467405,0.4647996432,0.1122218724,0.4403446942
P20817,-0.6558759377,0.4225083142,-0.3447832834,1.17824493,-1.3823102371,0.9978605826,-0.4706622351,0.4521215867,-0.9146845669,0.7751336771,-0.1505012869,0.5990449481
P21213,0.84405083,-1.0932164711,0.7695157616,-0.7096871555,0.6994589058,-0.6951867044,0.5810595403,-0.4717499629,NA,NA,NA,NA
P21396,0.0102001285,0.0224164938,0.1132101372,-0.1157110468,0.0831510058,0.0128359021,-0.1161756202,0.045857047,0.088322218,0.0204433743,-0.0566903352,-0.1675913426
P21396;P19643,0.3842734864,-0.2163093839,0.3249564791,-0.5212702851,NA,NA,NA,NA,0.4302213939,-0.1289308993,0.0022675855,-0.3035580801
P21531,0.0161293353,-0.0012632748,-0.0973743358,0.0272297393,0.1058962597,-0.0101314722,-0.0163937699,-0.120419321,-0.0271122932,0.0319546186,0.1183068181,-0.168112655
P21533,0.0280009223,-0.1100645869,-0.1459048597,-0.0413434973,0.1532883056,0.0428277518,-0.0576597331,-0.1184534683,0.0473335673,-0.026867197,0.0950371407,-0.1659599371
P21571,0.3133734886,0.0436933188,0.0637147396,-0.4390960191,NA,NA,NA,NA,NA,NA,NA,NA
P21643,NA,NA,NA,NA,NA,NA,NA,NA,0.2920785323,0.1141580113,0.0085950857,-0.210965936
P21670,0.0358889486,0.046666249,-0.0047332197,-0.0309282763,0.0958588997,-0.0314141437,0.0945311249,-0.1620693857,0.4483490398,0.1208835784,0.2615033388,0.3902917661
P21775;P07871,-1.537073153,1.300873352,-1.2174706698,1.4969894299,-1.1321819557,1.5742742795,-1.0164429916,1.0748463416,-1.7813892787,1.0248964449,-0.8733322553,0.9559581158
P21913,0.3465228374,-0.518009895,0.3382284511,-0.2192050752,0.363754944,-0.3253652289,0.0348568202,-0.1364632779,0.5511316057,-0.3505134759,-0.0627283394,0.0114450849
P22509,0.0376272607,-0.0080429034,-0.2432579582,0.2893923817,NA,NA,NA,NA,NA,NA,NA,NA
P22734,0.4309365077,-0.3951443672,-0.0047433611,-0.2929151398,0.6820785289,-0.377196737,-0.1733784267,-0.4740805717,0.3219768904,-0.302126827,0.0830234969,-0.1454957154
P22789,0.2087452742,-0.9307556367,1.6600780671,-1.0891044121,NA,NA,NA,NA,NA,NA,NA,NA
P22791,-0.8785863288,0.8065042144,-0.427849077,0.4161852998,-0.7408247965,0.8052205074,-0.1023279865,0.6058392151,-0.8888909004,0.7678645837,-0.1243306747,0.3009711851
P22985,0.6143233121,-0.6480976,0.1030522509,-0.2075711311,0.6695485778,-0.5212111384,0.3110522665,-0.4691802279,0.2584465835,-0.1869088311,0.4421314544,-0.3704691801
P23358,0.1291237906,-0.1219475319,-0.0388357218,0.0912935065,-0.0322797571,-0.0299310023,0.0813818291,-0.0022309257,0.0958728347,-0.157177703,0.0408553406,-0.2164433314
P23457,0.532831691,-0.5503470567,0.4432901874,-0.4136709587,0.6149448036,-0.4678619241,0.1370704971,-0.1613830823,0.6486088641,-0.6509453,0.1482966626,-0.1169536948
P23457;P07943,0.497879916,-0.5219707195,0.5062703006,-0.4821794971,NA,NA,NA,NA,NA,NA,NA,NA
P23457;P51652,NA,NA,NA,NA,NA,NA,NA,NA,0.6503561888,-0.5739599721,0.0604331217,-0.1503865296
P23457;P51652;P07943,NA,NA,NA,NA,NA,NA,NA,NA,0.5063836487,-0.549021582,0.1445441828,-0.1019062495
P23457;Q9JLT0;P27952;P28023,0.4455982654,1.10973402591696E-005,-0.2817630431,-0.1638463197,-0.2291027491,0.9753636451,-1.1052171747,0.3589562787,-0.0634469795,-0.1404321442,-0.0373648689,0.2412439926
P23514,0.155298108,-0.1050175415,0.0217120985,-0.0870003746,0.0765744452,0.1262237348,0.024560339,-0.173184893,0.1274697351,-0.0215121888,0.1702740912,-0.3091454593
P23562,0.659489371,-0.6058495308,0.2333883807,-0.2266552706,-0.1097069723,-0.1985206775,0.9205757232,-0.4199006881,0.1868153846,-0.2510121435,0.1785469028,-0.2804611028
P23680,0.287245933,-0.0516604875,0.3976595826,-0.6835091196,NA,NA,NA,NA,0.3690301456,-0.2743207608,-0.2247473708,0.0859786493
P23693,NA,NA,NA,NA,NA,NA,NA,NA,0.0051782929,-0.3861598002,0.280330034,0.0544709683
P23965,-1.5465260375,1.0364657688,-0.2278449329,0.6997924732,-1.3897716516,1.1134969519,-0.0996463289,0.8882871705,-1.5115924314,1.2438698918,-0.0537640005,0.7819991262
P24008,NA,NA,NA,NA,NA,NA,NA,NA,0.1446688662,-0.2955359259,0.5524943766,-0.5112373329
P24049,0.0664347667,-0.0959546581,-0.075960429,0.3209937537,0.0621255247,-0.08319004,0.040931243,0.0129191282,0.1136128041,0.0750083485,0.0526334951,-0.2609141617
P24050,0.0124655071,-0.1649891384,-0.0757571549,0.1036635882,0.0319016464,0.0516133601,-0.0096176783,-0.0689765368,0.0299259363,0.0682992138,0.1676434485,-0.1813077586
P24090,0.60122685,-0.2960422145,-0.0265450492,-0.1158006225,0.451465883,-0.2032259693,0.0185136095,-0.2355957687,0.732958519,-0.4877181439,0.003422255,-0.1420803321
P24268,-0.7529694759,0.1240424856,-0.1690285304,0.7097747039,-1.4896464367,0.8427835164,-0.5481828182,1.0626047525,-0.7435117065,0.1814903919,-0.2828653373,1.1975467246
P24329,0.3094766442,-0.1641048459,0.2017285842,-0.3697482954,0.3462477736,-0.1971632975,0.0133791649,-0.1269850882,0.351492921,-0.228763371,0.0453582819,-0.1414772922
P24368,0.3178074635,-0.2812225209,-0.1367071127,0.0231720888,0.3091482333,-0.2153424508,0.1106028449,-0.1879878565,0.0967705093,-0.053711703,0.2916819912,-0.3575631165
P24470,0.4086797716,-0.5162427969,0.3490359951,-0.2613459141,0.1375672224,-0.4523053494,0.133744545,-0.0654987715,0.1518222929,-0.2298696189,-0.0750854088,0.1932932752
P24473,0.0346723643,0.038674046,-0.060670876,-0.014375019,0.2278981606,0.0200059073,-0.0047942489,-0.1964973898,0.159327472,0.0622623524,-0.1845809486,0.0547219637
P25093,0.2109179586,-0.1054768597,0.1654609981,-0.2904519262,0.3535799394,-0.2065351225,0.012962821,-0.2280103228,0.286173573,-0.2497142308,0.0777901754,-0.1931264669
P25113,-0.0904143315,-0.0168865858,-0.0308118708,0.1393918314,-0.1199413912,0.0098672854,-0.0166023366,0.0691734705,0.0900767347,-0.0274927674,-0.0490139587,-0.0193550513
P25235,0.200760609,-0.2380155386,-0.0119852633,0.0477492322,0.1557586538,-0.123515506,0.0938249496,-0.1574562371,0.0372523079,-0.1146695943,0.2120251852,-0.2027551886
P25409,0.6868059676,0.01441194,-0.0219672907,-0.106278399,0.3014348046,0.0006511101,-0.1263349566,-0.0501864679,0.4508288755,-0.0888132258,-0.2223124907,0.0155306485
P25409;P14882,-0.0849439244,0.0049024631,0.1062632953,-0.026221834,NA,NA,NA,NA,NA,NA,NA,NA
P25886,0.0426696707,-0.190228829,-0.0075353823,0.2139231406,0.1071821961,0.0219229355,0.0730329881,-0.1589229514,-0.0352922501,0.0548455248,0.2629320702,-0.2234512514
P25886;P14882,0.0639671027,-0.1504328425,-0.0163786751,0.1028444149,0.0634435427,0.0641158591,-0.0893198445,-0.0382395572,-0.0282946306,-0.03731344,0.1798926863,-0.1142846157
P26284,-0.0633532596,0.1751356381,-0.1325625106,-0.0336563583,0.1491223796,-0.0536877474,-0.5200138994,0.2415058787,0.458460983,0.0356137964,-0.1310636906,0.0302225511
P26453,-0.3517238913,0.2431896459,-0.2567674824,0.2881578455,-0.3544760726,0.5795464211,-0.4223506364,0.2547267431,-0.4939199059,0.6265438285,-0.2514945689,0.0602621433
P26644,0.2590797356,0.0458994662,-0.0560406678,-0.1268668176,0.0666280515,0.006976208,-0.0042948529,-0.3877575102,NA,NA,NA,NA
P26772,-0.1692678857,0.1155620394,-0.1686408062,0.2354827242,-0.106650351,0.2140908438,-0.2208413804,0.156038338,-0.042640045,0.2961072761,-0.1923017373,-0.0003728257
P27139,0.5825040317,-0.5800845648,0.1508845372,-0.4362633598,0.0352105036,-0.2619811804,0.6038302252,-0.3343755651,0.2860621644,-0.3778061531,0.362675871,-0.3624710157
P27321,NA,NA,NA,NA,NA,NA,NA,NA,0.2604474021,-0.0334741148,-0.0631210445,-0.1374271869
P27364,0.6432267346,-1.4600649497,0.4927521577,-0.1320732564,0.2478578959,-0.8852051633,0.9285862575,-0.4472634304,0.2497978184,-0.1714346615,0.4319902888,-0.5691258165
P27364;P48721;Q9JJP9,NA,NA,NA,NA,-0.2184154465,0.1632955431,0.0133688526,0.0417510508,NA,NA,NA,NA
P27605,0.1798969173,-0.0338916802,-0.0346693551,-0.0006503181,0.1319687459,-0.1897987594,0.0127358167,-0.007519143,0.2764718183,-0.3547191122,0.1165716813,0.050142029
P27615,-0.1251335764,0.107178242,-0.3755596411,0.366653177,NA,NA,NA,NA,-0.4326680316,0.3212284358,-0.2428430551,0.1726655129
P27653,0.1432774755,-0.2471331391,0.0257633799,-0.0705508937,0.3252875817,-0.2958542298,-0.0058641793,-0.1979091762,0.2806009109,-0.0942092339,-0.0269490637,-0.1707403174
P27867,0.5231998759,-0.2798740925,0.190236164,-0.29468406,0.4168258317,-0.1504680412,0.0156205314,-0.094547837,0.3429614961,-0.488466533,0.1742051069,0.0208260715
P27952,0.0771232803,-0.049021931,0.0288765208,0.1155512131,0.1750440534,0.0314382918,-0.0376924023,-0.1398899075,0.0898983022,0.0680134907,0.0504741892,-0.1856782653
P28037,0.8951042291,-0.5166772412,0.1925664312,-0.5209787425,0.7945908891,-0.4631710023,-0.0449955215,-0.4008609696,0.7757155026,-0.3820449473,-0.0315321102,-0.2709072581
P28042,0.0514063426,0.0280018923,0.0907543176,-0.1937209661,NA,NA,NA,NA,NA,NA,NA,NA
P28064,0.3991081285,-0.3169696943,0.1610944512,-0.212641204,0.1356751682,-0.1853931802,0.7540071684,-0.3054078006,0.3371106114,0.2038231678,0.5038581192,-0.9755697511
P28073,NA,NA,NA,NA,NA,NA,NA,NA,-0.0924782321,0.0445249289,-0.2475684199,0.1615346724
P28075,NA,NA,NA,NA,-0.8902058128,0.3565748159,-0.2200652107,0.522932039,0.0093733296,0.131794334,-0.3838397972,0.3920842313
P28077,0.4605736535,0.0438768195,-0.2944696469,-0.1646467194,0.3874818352,-0.0957664574,-0.1046413467,-0.2188410085,NA,NA,NA,NA
P28480,0.0854439687,-0.0203615314,0.0002540317,-0.0501935913,0.0350577364,0.194096509,-0.2079310313,-0.0830254084,0.1249530487,0.0342609404,-0.0235968541,-0.1127156922
P28492,0.5693870705,-0.2587458082,0.5152352712,-0.4433806729,NA,NA,NA,NA,NA,NA,NA,NA
P29117,0.2045990667,-0.0869049308,-0.0795330556,-0.0642160526,0.0857036681,-0.1521545289,0.1011383373,0.013114997,0.1394928579,0.0047070978,-0.0618179353,-0.0955394127
P29147,0.030674959,0.1321104609,0.2168357031,-0.3764902205,0.0432530079,-0.1976238766,0.2653816328,-0.0265565295,0.2206103519,-0.2975638025,0.1573221258,-0.0156364179
P29266,0.2464945115,-0.3699350392,0.2314312918,-0.1338170655,0.0269557313,-0.3003704408,0.2512932634,-0.1109027735,0.2246504613,-0.2401803573,0.0501685272,0.0456468556
P29314,0.0283420869,-0.112121674,-0.0593156341,0.0684261588,0.1374478683,-0.0212210222,-0.0586393253,-0.1526840949,-0.0688938955,0.035317823,0.0219255242,-0.1447221728
P29315,-0.016882274,0.0165538099,-0.1767839218,-0.1195133428,0.1795226437,-0.3811546201,0.0320815129,0.0057911173,NA,NA,NA,NA
P29410,0.2191962836,-0.1625068437,0.1251059244,-0.1925060642,0.1532160453,-0.1499844887,0.0538483784,-0.0037089197,0.2142911955,-0.0916989086,0.0559234898,-0.1696575449
P29411,0.5124342426,-0.0995475597,-0.0800278303,-0.1622626817,0.3659290488,-0.3048384929,0.0628613506,-0.1337233106,0.3691809406,-0.1337672681,0.0038239899,-0.135611902
P29418,-0.051865025,0.261986147,0.0384804856,-0.216675584,0.1219609774,-0.1707567404,-0.0962755174,0.1241673634,0.118368579,0.1337900289,-0.1963163981,-0.0618863603
P29419,-0.0573553939,0.1975250778,0.1203027989,-0.1648946934,-0.0149466165,-0.1312606966,0.0681688647,0.1338672493,-0.0950712556,-0.0824694337,0.1493674926,0.0450855413
P29419;Q9JI85,0.0797435819,0.1311152026,-0.0413829452,-0.1694758393,0.1419499699,-0.0472988109,-0.1284432684,0.0337921094,NA,NA,NA,NA
P30349,NA,NA,NA,NA,NA,NA,NA,NA,0.0794674534,-0.1041524759,0.3570688002,-0.3020187782
P30427,0.1345661952,-0.1841451865,0.1770148233,-0.0087652052,0.092076235,-0.2067016071,0.2369312128,-0.0837392466,0.0668064466,-0.0673288192,0.179679533,-0.1676434978
P30713,0.2919075011,-0.0969489025,0.1189683081,-0.0673286711,0.3287134509,0.0584519543,0.1234157725,-0.2156146021,-0.051962479,-0.1483643305,0.0615813917,0.2547725733
P30835,-0.1190343936,0.0705846919,-0.0833812554,0.1576815996,NA,NA,NA,NA,NA,NA,NA,NA
P30839,-0.3152201538,0.3102061015,-0.0998533203,0.0040051492,-0.3862121793,0.2985335268,-0.0457860346,0.1729936305,-0.2973857817,0.18380296,0.0436240146,0.1263437097
P30904,0.1133974111,0.0294666755,-0.0021811926,-0.0280710338,NA,NA,NA,NA,0.6310397015,-0.4054652976,-0.0675667746,-0.2876935018
P31000,0.2533786956,-0.2121811227,0.0577652642,0.2930668213,0.0790099653,-0.0985372363,0.2622012853,-0.1228196752,-0.0141692677,0.0744745837,-0.0284136202,0.1749435031
P31044,0.1042284282,0.0314750813,-0.1057140343,-0.0811920248,0.5993045658,-0.2125359094,-0.0473706982,-0.182399688,0.3703825379,-0.6733354139,0.0559645963,-0.3104304815
P31210,0.302743566,-0.173077093,0.2221836516,-0.3678809181,0.6442653362,-0.4272350206,-0.028438156,-0.0756255167,0.5575351825,-0.3425462515,-0.1609694947,-0.0534848708
P31211,0.2927848646,-0.1549369285,-0.1171087541,0.1118610854,NA,NA,NA,NA,NA,NA,NA,NA
P31232,NA,NA,NA,NA,NA,NA,NA,NA,-0.3770931635,0.187005131,-0.7482219024,0.5221993388
P31399,-0.0204844892,0.0379868149,0.0216848646,-0.030027772,0.1855225932,-0.2919680643,-0.1069887826,0.1222487486,0.1259530649,0.1461713151,-0.2078460227,-0.1355462292
P32089,0.1123806335,0.0640566564,-0.0208056242,-0.0589026168,0.5032850056,0.0251115661,-0.2235421833,-0.1688021674,0.6201534806,0.0574837918,-0.0763040819,-0.3574806565
P32198,-0.3669248073,0.2127047364,-0.2994971111,0.4288570974,-0.5180349175,0.5182349092,-0.2213596506,0.3137475314,-0.5094991816,0.4557005638,-0.0711553956,0.1418142299
P32198;Q63704,-0.4225817927,0.4461108297,-0.4468908692,0.516653441,NA,NA,NA,NA,NA,NA,NA,NA
P32232,0.1714127143,-0.3767283581,0.3104161964,-0.0044267186,-0.0485390222,-0.0577247321,0.0059408599,0.2386507852,-0.1240179471,-0.3952113181,0.0345715902,0.3094914128
