,HF Rep 1,TTA Rep 1,FO Rep 1,TTA+FO Rep 1,HF Rep 2,TTA Rep 2,FO Rep 2,TTA+FO Rep 2,HF Rep 3,TTA Rep 3,FO Rep 3,TTA+FO Rep 3
Q642G4,-0.4430089977,0.1298277924,0.0072323763,0.3393234209,NA,NA,NA,NA,-0.4051201848,0.2942432655,-0.0161982102,0.1178158326
Q64380,0.7108414642,-0.6399506307,0.3927538753,-0.585258067,0.4581501791,-0.3080675201,0.2866148857,-0.4832276461,0.4063055099,-0.3607654562,0.122991693,-0.2250950026
Q64428,-0.6960331729,0.4727419271,-0.1613298786,0.311462455,-0.9119892974,0.4567454425,-0.1339911486,0.3242567748,-0.7833444794,0.3747556311,-0.1684727496,0.058179739
Q64548,NA,NA,NA,NA,NA,NA,NA,NA,-0.2218637371,0.2652406753,-0.2036928278,0.1603158896
Q64550,-0.2214301067,0.2233392248,-0.1924173956,0.2043853676,-0.547124181,0.2291795647,0.2449877671,0.1575937442,-0.3285038383,0.1557979489,0.072340401,0.3285205069
Q64550;Q64638,-0.4009499519,0.2354939026,-0.1196322878,0.4454220234,-0.3912279892,0.1548487088,-0.0732307111,0.1442050034,-0.5927157041,0.0646959936,-0.0473323625,0.1627693717
Q64559,-0.8209079725,0.667495248,-0.6064709274,0.486976802,-0.7216657458,0.8880762541,-0.6314057323,0.6275022011,NA,NA,NA,NA
Q64563,0.3658897426,0.1350962309,-0.1236368084,-0.4116221456,-0.2572126641,-0.1282629661,0.5945351952,-0.4904999518,0.5127423146,-0.1466441625,-0.1343827031,-0.1770144932
Q64565,-0.5601771581,0.3884936124,-0.0798485404,0.2314511688,0.0446965243,-0.0858153068,0.1553964237,-0.0495800019,0.4256972421,0.255323699,-0.3019874153,-0.3327320664
Q64573,0.3448950004,0.0465678392,0.1128705665,-0.35018129,0.2974429409,-0.4202029506,0.2103141846,-0.1340654445,0.0304329507,-0.2384789279,0.0843711504,0.1008161002
Q64573;Q63010,-0.162864739,0.0879428491,0.2252544114,-0.1503325215,-0.1504780563,0.1893166572,0.113244031,-0.152082632,NA,NA,NA,NA
Q64581,-0.059334931,-0.2556161757,0.0698483104,-0.0499535219,-0.3099899105,-0.1817931914,0.1073571566,-0.0640120876,-0.1182260854,-0.3907665738,0.1968457157,0.1140858937
Q64591,-1.0482768502,0.8550721611,-0.1023981463,0.3649483184,-1.0590927639,0.7030212697,-0.1308065407,0.5481044683,-0.661652495,0.7543150678,-0.2272654729,0.5367337099
Q64602,0.1107039448,0.0674961057,0.0276190476,-0.1744703819,0.0097298662,-0.0207990471,-0.0100670806,0.0161347191,-0.1462704646,0.0285419097,0.0301504885,0.0267392535
Q64611,0.1230347351,0.2653035279,-0.3634097552,-0.1003330721,0.6444379771,0.1789077532,-0.4845898825,-0.3523388539,0.7919259227,0.2753362635,-0.5897226208,-0.5654726834
Q64638,-0.07516471,-0.3681829241,-0.4754571154,0.6638649634,-0.508209288,0.1005703826,-0.1258535261,0.4664945546,0.0772383355,-0.0592871191,-0.1983658765,0.641544624
Q64640,0.2897954631,-0.0472947447,0.1039854553,-0.3209129847,0.3190881658,-0.1827805175,0.0993873711,-0.0778269094,0.4381567207,-0.3380053131,0.0947208708,-0.2008040982
Q64654,0.1992544819,-0.2046761643,0.2838148562,-0.3045724572,NA,NA,NA,NA,NA,NA,NA,NA
Q66H12,NA,NA,NA,NA,NA,NA,NA,NA,-0.3512519846,0.1618465739,-0.1338260941,0.3406232935
Q66H45,0.6705107712,-0.7111576503,0.3823151724,-0.5109564133,NA,NA,NA,NA,NA,NA,NA,NA
Q66H80,0.1384380442,-0.0650117498,-0.0718890802,0.0589162549,0.3042725617,-0.0572601799,0.0419702451,-0.4148486085,0.2232275538,0.0438371931,0.1668465424,-0.3576028079
Q66HA6,0.0115222262,0.2540354613,-0.0357856355,-0.0394811229,-0.0427511924,0.1540376468,0.0939155543,-0.0890710946,NA,NA,NA,NA
Q66HA8,-0.01435444,-0.0733971649,-0.1563289526,0.1084822543,0.1866122863,0.1902110232,-0.1705295507,-0.2636747076,-0.2179410286,0.3653085134,-0.0839485422,0.117262299
Q66HD0,0.1421214024,-0.2919296451,9.44113387882167E-005,0.1084309021,0.2012679697,-0.1689469762,0.2034716792,-0.219669595,0.0497687186,-0.0209546604,0.2911024757,-0.2846092631
Q66HF1,0.2960011093,-0.0919416908,0.0420856189,-0.1880566545,0.3280357541,-0.0514067045,-0.1292720349,-0.2072931336,0.4040552653,-0.0570061058,-0.1007897752,-0.1546821873
Q66HG4,0.3308785771,-0.0059906588,0.1459749422,-0.3448301252,0.1233471159,-0.2010431146,0.17966462,-0.2130405971,0.225709832,-0.0069904697,-0.2265495005,-0.1885829189
Q66HG5,0.1321927011,-0.2378010366,0.0784624109,0.0821969833,NA,NA,NA,NA,NA,NA,NA,NA
Q66X93,0.1535920572,-0.2321187378,0.0419733813,-0.010012729,0.1271343753,-0.1819402956,0.2545882146,-0.1741432707,0.1750778404,-0.0393413588,0.1541895937,-0.2384269298
Q68FP2,0.5046240061,-0.5681950078,0.6002703639,-0.6312113439,0.5425708944,-0.5403916872,0.0181396526,-0.3471850373,0.7155966842,-0.5853579913,0.07531509,-0.1664809751
Q68FQ0,0.1269819272,-0.0854348364,0.0447605705,-0.0708547365,0.2159837206,-0.0801195317,0.0336369125,-0.1844248992,0.0622042701,-0.1770054395,-0.0318966683,-0.2362658135
Q68FR6,0.1863453944,-0.3509560397,0.0566303461,0.0853202992,0.1007347782,0.0195366447,0.2691540778,-0.037995676,0.2416762544,0.0398296858,0.1649056394,-0.174236663
Q68FR9,0.1206192912,-0.0892737186,-0.0533646891,0.1441098131,0.2115874145,-0.2033310497,0.1109641632,-0.1721816724,0.0257780607,-0.0818599376,0.3805697054,-0.2403209192
Q68FS2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4749358482,-0.0250251087,0.3814685851,0.0259240438
Q68FS4,0.4516108311,-0.298500845,0.0480453337,-0.222282067,0.3913115236,-0.3366465643,0.0241795633,-0.1964038286,0.4808525324,-0.2887986913,0.1671156308,-0.2307933093
Q68FT1,0.1205010208,0.114027665,0.0764378516,-0.786272718,0.3414421582,0.1172923166,0.2117487559,-0.3982638233,0.2537066579,-0.0969602423,0.1610540724,-0.1890237951
Q68FT3,0.3250236211,-0.1956911898,0.2677320465,-0.6199588551,0.2309583119,-0.3852650962,0.4569933383,-0.2183334579,0.4243761413,-0.1173254382,-0.1323843412,-0.1894711723
Q68FT5,-0.0736975447,0.1275705882,0.1935506749,-0.0282418983,0.5686630873,0.0933690353,-0.1784567208,-0.0653960149,0.731049952,-0.2899439619,-0.2977526871,-0.0105739275
Q68FT9,0.4741849379,-0.0072260413,-0.0184030056,-0.3355889467,NA,NA,NA,NA,NA,NA,NA,NA
Q68FU3,-0.1393370418,0.1016968373,0.1067574417,0.0348019627,-0.1044591089,0.1260153114,0.0186115697,-0.0148781202,-0.0410146658,0.0166439761,-0.0134330031,-0.0527412983
Q68FX0,0.0200079079,0.1335056377,-0.3320997303,0.1181736471,NA,NA,NA,NA,NA,NA,NA,NA
Q68FY0,0.004027727,0.2089617881,-0.1173064758,-0.0388915753,0.2542672456,0.5848183887,-0.2389859388,0.1200131956,0.1777353469,0.307914712,-0.2171873086,-0.1993412042
Q68G31,0.426904702,-0.1560236502,0.244833701,-0.3935236938,0.2376247727,-0.0898689068,0.0937265577,-0.176005788,0.5338890708,-0.4490589024,-0.0094317951,0.0102272164
Q6AXM8,0.0793215084,0.0535694638,-0.0732623796,-0.0092388657,NA,NA,NA,NA,NA,NA,NA,NA
Q6AXR4,NA,NA,NA,NA,NA,NA,NA,NA,-0.162764988,0.1286786602,-0.2732305139,0.6711436225
Q6AXR4;Q641X3,-0.2042150387,0.0318211896,-0.1149947493,0.2873885985,NA,NA,NA,NA,NA,NA,NA,NA
Q6AXS5,0.3777648338,-0.2311799593,-0.3061154229,0.4187621671,NA,NA,NA,NA,0.2032685713,0.1077946806,-0.0806019709,-0.3243260141
Q6AXV4,-0.5399298828,0.4507554064,-0.4413357536,0.3555955399,-0.3074219176,0.2384907597,-0.3809274569,0.1735726543,-0.4167457581,0.2752226618,-0.397313611,0.4149738436
Q6AXX6,0.0888537114,0.2344455885,-0.0992595498,-0.1062257532,0.1054995098,0.1901585067,-0.0901847233,-0.222136254,0.1225255309,0.2636431412,-0.0646082056,-0.2330460084
Q6AY09,0.0966038191,0.0749317182,-0.1345042501,0.0330120098,NA,NA,NA,NA,NA,NA,NA,NA
Q6AY30,0.217690521,0.156497607,0.096047554,-0.5701513115,0.2647992474,0.0222606683,-0.065755536,-0.3171218569,0.2310444427,-0.0264823988,-0.1082467323,-0.062735023
Q6AY78,NA,NA,NA,NA,0.0428631819,-0.1552924478,0.2497528564,-0.2126237269,-0.0461295638,-0.2236019785,0.2151653829,-0.0913985864
Q6AYQ8,0.1684812682,-0.1779427548,0.2741082719,-0.2117699591,0.3279310598,-0.3311334017,0.4090350647,-0.2061660919,0.1856806619,-0.1149299079,-0.0610523351,0.0132825659
Q6AYR8,NA,NA,NA,NA,0.2886238207,-0.2388547175,-0.191561664,0.0253921439,NA,NA,NA,NA
Q6AYS7,0.4279752432,-0.1489246023,0.0873574233,-0.3228174658,0.5056852195,-0.1734735538,-0.1110630683,-0.3098393429,0.5624495892,-0.2516941036,0.0105163107,-0.2975101711
Q6AYS8,-0.5041325019,0.3807499656,-0.3152410826,0.3154352024,-1.1614363926,0.5385915907,-0.2627687358,0.5145522221,-0.5782272704,0.1560307941,-0.2976801828,0.4202664816
Q6AYS8;Q5M875,0.2859990778,0.3039706042,0.1221812673,-0.335986452,-0.3962368081,0.3849668925,-0.1650984847,0.1557379466,NA,NA,NA,NA
Q6AYT0,0.2889901102,-0.2079993063,0.1999537242,-0.328145792,0.5964770454,-0.3231038531,-0.1361915408,-0.2460307438,0.3388710253,-0.1911821146,-0.043227296,-0.0307970472
Q6AYT3,0.3365627739,-0.1631915874,-0.0204586149,-0.1458215856,NA,NA,NA,NA,NA,NA,NA,NA
Q6AYT9,0.0652160503,0.1688326419,-0.3601587579,0.2027317734,-0.4747438169,0.0539847448,0.246182793,0.5196940135,0.0857782875,-0.0717036799,-0.4696260012,0.4389270306
Q6AYT9;Q6SKG1,-0.2739441541,-0.3512551775,0.5675673676,0.057631964,NA,NA,NA,NA,NA,NA,NA,NA
Q6AYZ1,0.0488359546,0.0394300287,-0.125173437,0.0420822173,-0.0376750579,-0.1386727528,0.0234713905,-0.0374950913,-0.1934821573,0.0719207927,0.1660570668,0.1514811466
Q6AYZ1;Q5XIF6,0.0638439521,-0.1671462131,0.0299899364,-0.0448077877,-0.0082564725,-0.0680392901,0.0204516327,0.0555957386,0.0818653958,-0.0915917834,0.0069091451,-0.1023541079
Q6DGG0,0.2653057207,0.1679306139,-0.1566346755,-0.0408926488,0.2637110712,-0.1845147126,-0.1257162991,-0.0421748004,NA,NA,NA,NA
Q6DGG1,0.2844284776,-0.11420309,0.2643660017,-0.3132019576,0.3208119698,-0.2046874826,0.0810428573,-0.1237858141,0.4876350541,-0.2963981165,0.0162160325,-0.1224761094
Q6I7R3,0.2047066839,0.0153654439,-0.1060017886,-0.0611903847,NA,NA,NA,NA,0.1317844481,-0.0729037325,0.0058594394,-0.0177947878
Q6IFX0;P63039,-0.2881030388,0.0995958657,-0.1579415338,0.3464487069,NA,NA,NA,NA,-0.0898734553,-0.0400580412,0.0652205585,0.064710938
Q6IG01;Q10758,NA,NA,NA,NA,NA,NA,NA,NA,0.1546664991,0.0606011885,-0.1848918792,-0.0959760247
Q6IG05,NA,NA,NA,NA,NA,NA,NA,NA,-0.283153435,0.0532893611,-0.6543528788,0.4050256544
Q6IG05;Q10758,NA,NA,NA,NA,NA,NA,NA,NA,0.0366292368,0.036147807,0.073094159,-0.1114555792
Q6IG12;Q10758;P31000;P48675,NA,NA,NA,NA,NA,NA,NA,NA,0.0816514101,0.0127157311,-0.0340456041,-0.0822343328
Q6IRK9,-0.7065910308,0.4054731129,-0.130989623,0.3782933925,-0.6865878209,0.8941711745,-0.6533251847,0.5337680101,-0.8299468462,0.1117928142,-0.3985336319,1.1923438322
Q6MGB5,0.0681734669,-0.0928930814,0.1624118873,-0.1065104446,NA,NA,NA,NA,-0.1038193177,0.2573220864,0.2305472837,0.0119957561
Q6NYB7,0.1241562302,-0.0656395284,0.0308821935,-0.129353444,0.3392849715,-0.0082319114,0.1117345317,-0.2799743922,0.3007612226,0.0001003479,0.0049134247,-0.2346852447
Q6NYB7;P10536,0.0357013556,-0.0597436751,-0.0485112255,0.0895066041,0.1282018711,0.0183140428,-0.0550268155,-0.1304233957,0.0473051566,0.3254390941,-0.2832990449,0.0169443105
Q6NYB7;P10536;P35280,NA,NA,NA,NA,0.1969610879,-0.0498732571,0.0041445186,-0.1310438832,NA,NA,NA,NA
Q6P502,0.144906386,-0.0286844792,-0.0752804319,-0.0474658014,0.2786138283,-0.0562589885,-0.0830827907,-0.0637382573,0.2617552917,-0.0077543279,-0.1172405606,-0.1202057627
Q6P6R2,-0.1090676273,0.1040270247,0.0865620152,-0.0937160802,-0.1567924672,0.1419366307,0.0358616944,0.0330326896,-0.0154068438,0.0778905644,-0.0458760251,-0.0261813294
Q6P6S9,0.1300253731,-0.2065125107,0.5619147248,-0.1743353839,NA,NA,NA,NA,0.402262296,-0.5402218099,0.3094710367,-0.1559915236
Q6P6V0,0.2518694422,-0.0235405029,-0.1350695513,-0.1635142909,0.4862086414,-0.0007130784,-0.1416703695,-0.1661937052,0.6061592955,-0.2043414464,-0.1103582576,-0.262180608
Q6P799,0.0371573507,-0.1442586857,-0.0984383093,0.2006278717,-0.0121632667,0.097921114,0.0237972355,-0.1532128729,0.2704701795,0.0914359377,-0.1945843572,-0.1473798213
Q6P7Q4,0.4141446414,0.0128111578,0.233235273,-0.8411238763,0.4331300749,-0.0231383034,0.2485561714,-0.4374830844,NA,NA,NA,NA
Q6P7R8,-0.1017236503,0.142211636,-0.0842579524,0.0765591567,-0.4386122295,0.1985731273,0.0755389814,0.0328088208,-0.1732213562,0.0393925122,0.1198886607,0.0470264819
Q6P7S1,NA,NA,NA,NA,-0.3811220493,0.2062246213,-0.4438836849,0.4471146565,-0.3200605382,0.2902056036,-0.4859830815,0.3835105258
Q6P9T8,-0.0561679397,-0.0147088062,-0.0124646694,-0.073959199,0.6873528783,-0.0046568774,-0.209228248,-0.1613527057,-0.0427206104,0.0968749329,-0.0800017288,-0.0699384374
Q6P9T8;P69897,-0.0088054215,-0.0487671304,-0.0907157815,0.0737371424,NA,NA,NA,NA,NA,NA,NA,NA
Q6P9T8;P85108;P69897,0.0366599,-0.4001660224,0.1493056727,0.2142004497,NA,NA,NA,NA,-0.073264525,0.0771935033,0.120534888,-0.1244638663
Q6P9U8,-0.0863308807,0.0250645388,-0.0367242137,0.1880534403,NA,NA,NA,NA,NA,NA,NA,NA
Q6PDU1,NA,NA,NA,NA,NA,NA,NA,NA,0.1165370758,0.0232144277,0.0424522485,-0.1357815101
Q6PDU7,-0.0796740371,0.1964783407,-0.0975360331,-0.1686537728,0.2397329572,-0.1845923867,-0.0786367167,0.210682585,NA,NA,NA,NA
Q6PDV7,0.0702331689,-0.1639879002,0.055138906,0.3111838036,0.2268882605,0.0042187344,-0.0531173174,0.1463846018,0.0821006083,-0.2584961093,0.1817025204,0.2235291931
Q6PEC1,0.1951204872,-0.1873251104,0.0039335191,0.0285205896,0.1984124762,-0.0957108315,-0.0709483949,-0.0688822946,0.2186753703,0.0596379431,-0.1751245938,-0.1141267627
Q6PEC4,0.1163954991,0.1124294075,-0.0888183436,-0.263591343,NA,NA,NA,NA,NA,NA,NA,NA
Q6Q0N1,0.3535237966,-0.3027520297,0.0037283821,-0.0878717299,0.1690291016,-0.2143978498,0.225555227,-0.2488216791,0.2285242637,-0.0457315699,-0.0055162395,0.0211224037
Q6RUV5,0.1486426013,-0.3261806163,-0.1093970666,0.159446622,0.1522012306,-0.2876487632,-0.1084496832,0.0707926614,-0.1997854472,0.0819866058,0.0046264063,-0.038256007
Q6SKG1,0.1956588669,-0.0617001446,-0.0134712296,-0.092468206,NA,NA,NA,NA,-0.5442625499,-0.1468022496,0.2138809683,-0.0665341994
Q6SKG1;Q6AYT9,NA,NA,NA,NA,NA,NA,NA,NA,-0.1811132591,-0.1578861656,0.1827370569,0.1562623678
Q6TUG0,0.363833081,-0.4066705617,0.1387648354,-0.2526761212,0.4726433421,0.1478975795,-0.0660434944,-0.164313336,0.1813465644,0.1615067138,0.0759995934,-0.404173554
Q6UPE0,0.2251713189,-0.1101094587,0.0156819509,-0.1552067013,-0.0007790709,-0.0688146983,0.1757454375,-0.0621863091,-0.002755172,-0.0146962498,0.2168955029,-0.0730615291
Q6UPE1,-0.1355761832,0.3379484252,-0.0089273991,-0.2260349648,-0.1290495444,0.1470232438,-0.0687058259,0.018628784,-0.1001331,0.2435919254,-0.0739535068,-0.0505655349
Q6URK4,0.2476342585,0.0968916102,-0.2221942146,0.0813609406,0.1579369376,-0.1187044891,-0.046756738,-0.0217659073,0.3024134269,-0.0606048056,-0.0686909125,-0.1111184326
Q6VV72,0.1931092294,-0.231700623,0.0604883686,0.1002497364,NA,NA,NA,NA,NA,NA,NA,NA
Q6XQN1,0.2875749059,-0.3306167565,0.201893489,-0.2235338996,NA,NA,NA,NA,NA,NA,NA,NA
Q704S8,-1.3649201574,1.3224544653,-1.156261778,0.6653333449,-1.2064857792,1.2853013684,-1.0810437583,0.9129139493,-1.2005937432,0.9246867609,-0.7040485278,0.593087857
Q704S8;P23514,NA,NA,NA,NA,NA,NA,NA,NA,-1.0218092028,1.1723939954,-0.754647627,0.6040628344
Q711G3,0.2202427705,-0.0578841988,-0.0344961493,-0.1934656667,0.2143707301,-0.0797447958,-0.1305664381,-0.0317584129,0.4159480746,-0.1321757453,0.0322694652,-0.2176764122
Q75Q39,0.1061129288,-0.025443757,-0.1064433754,-0.1163068615,0.1920660213,-0.0203805897,-0.0801160452,-0.1555211334,0.2523001028,0.0567050219,-0.1421940494,-0.23722886
Q75Q40,-0.154206606,0.1035860653,-0.0101402867,0.1042254957,NA,NA,NA,NA,NA,NA,NA,NA
Q75WE7,0.3147404434,0.0577292113,-0.0521676189,-0.1897448456,NA,NA,NA,NA,NA,NA,NA,NA
Q78P75,0.2702130709,0.114261681,-0.1764229098,-0.2042259001,0.3772249679,0.0060630542,-0.3015068527,-0.2391136765,NA,NA,NA,NA
Q794E4,0.1791227757,-0.0626676363,-0.0918814433,0.0434295984,0.1722883729,-0.4061710331,0.0574128234,-0.1219612215,0.0909062586,0.1089599551,-0.0911936025,-0.2680081909
Q7M0E3,0.280506271,-0.089713772,0.1162279535,-0.230094097,0.3458153208,-0.0472732958,0.0256560727,-0.2700704395,0.2769088735,-0.1692372745,-0.0892193341,-0.308759693
Q7M767,0.1806182899,-0.217529027,-0.0005411515,-0.1141357009,NA,NA,NA,NA,NA,NA,NA,NA
Q7TMA5,0.0640914604,0.0340044418,0.0838118566,-0.2908858271,NA,NA,NA,NA,0.1889872456,-0.024454149,-0.0316144967,-0.2121433236
Q7TP47,-0.1792122197,0.0155347426,-0.1764853794,0.0974863057,NA,NA,NA,NA,NA,NA,NA,NA
Q7TP48,-0.3059548243,0.5882197733,-0.121747408,0.0378899308,-0.3891873394,0.329964989,-0.0947964463,0.104955561,-0.2211248454,0.334637305,-0.0739732282,0.004698591
Q7TP52,-0.3737384167,0.4690883504,-0.1391886905,0.11424887,-0.2922834625,0.3215083187,-0.4064115055,0.122243195,-0.0421443641,0.2389302622,-0.3275904196,0.2172401417
Q7TPB1,0.1270825624,-0.0755725757,-0.0537434058,0.0433263239,0.2985436194,-0.1453270529,-0.0226977238,-0.1900939999,0.1175202853,-0.0353315131,0.0413853304,-0.2130274702
Q7TPB1;Q68FQ0,0.1449048566,-0.1304985379,0.0816490911,-0.0960554098,NA,NA,NA,NA,NA,NA,NA,NA
Q7TPJ0,0.2501025476,-0.1783058393,-0.1878517812,-0.0164705653,-0.0401553006,0.223075542,0.1621846286,-0.0878773845,0.5307267774,-0.0807777117,0.0585618427,-0.3364898658
Q7TQ16,0.0567793829,0.1230037551,-0.1052873489,-0.0474047035,NA,NA,NA,NA,NA,NA,NA,NA
Q7TQ94,0.1268347583,0.0399101576,0.1720679279,-0.0102292253,0.2285971471,-0.0957927831,-0.0392127983,-0.0959708619,0.2647684061,-0.0741850431,-0.147804009,-0.1078126665
Q7TQM4,0.0520175534,-0.0326130211,0.0268799057,-0.1579521794,0.3375990678,-0.1216398614,-0.0351035535,-0.1447925117,NA,NA,NA,NA
Q7TS56,0.2036729825,0.1113011713,-0.0929514997,-0.1119263957,0.1251201795,-0.0209041355,-0.1958689169,-0.0089889424,0.2235694943,0.1394638622,-0.1122569753,-0.2852675155
Q80Z29,0.2792589473,-0.0303675486,-0.0752914179,-0.3104978118,NA,NA,NA,NA,NA,NA,NA,NA
Q8CFN2,0.3478691647,-0.1400437988,-0.0106820689,-0.0718493114,0.007978952,-0.0793304769,0.031258323,0.0165440029,0.0599681516,0.0508626412,0.0696117112,-0.1357962913
Q8CG45,0.3511487513,0.1291292137,-0.1878613934,-0.3759867061,0.0674893718,0.0609411843,-0.1345054303,-0.0312150598,0.2509766371,-0.1986706331,-0.1983350475,0.1393696165
Q8CHM7,-0.7485008731,0.6871725022,-0.5187128382,0.643757537,-1.2041320305,0.7521921482,-0.2952595884,0.5379671229,-0.8486750432,0.5540765385,0.0445702369,0.858154981
Q8K1Q0,-0.1162798649,-0.1284852697,-0.0123008892,0.2267878714,NA,NA,NA,NA,NA,NA,NA,NA
Q8K4C0,0.9835519524,-0.7144865922,0.0060832177,-0.3165317183,0.4342101293,-0.2549066189,-0.1951024983,-0.0110914522,0.5906485142,-0.1497707921,-0.2868239618,-0.1026551639
Q8K4G6,0.1244062974,0.1086025828,0.3339133967,-0.2180240599,0.107239845,0.0379805091,0.2182004777,0.0351004794,NA,NA,NA,NA
Q8R431,-1.1401577351,1.115929897,-0.7447736132,0.6772665626,-1.2785253537,0.7634310524,-0.6197522532,0.7586352239,-0.6892980581,0.5012983927,-0.2020786397,0.3411496536
Q8R491,0.5770305254,-0.5101789045,0.207313124,-0.1161764191,NA,NA,NA,NA,NA,NA,NA,NA
Q8VBU2,0.3913959532,-0.2462350696,0.3453944891,-0.4349271338,0.2719918925,-0.3080063685,0.1990687275,-0.120804943,0.2746848926,-0.2261387829,0.1162825355,-0.0542468223
Q8VHE9,-0.2170691178,0.4488991985,-0.5274631842,0.2803171176,-0.8580974836,1.2779190736,-1.3137160231,0.5694626172,-0.6027530725,0.3639385748,-0.2938809883,0.4916899258
Q8VHF5,0.0433901789,-0.0201388176,-0.1519355118,0.0950313896,0.1552188902,0.1140290865,-0.1151256471,-0.0131393375,0.0354393887,0.0337066678,-0.0429145826,0.0948050122
Q8VHK0,-0.7023004227,0.5925625027,-0.5682455432,0.7498284966,NA,NA,NA,NA,NA,NA,NA,NA
Q8VHK7,0.2662799966,-0.3133078494,-0.1248655987,0.0978616734,0.459678723,-0.1390479952,-0.0848953484,-0.2378159119,0.5640775944,0.2480232053,-0.0704516724,-0.4796262156
Q8VHT6,0.1216799075,-0.0619932571,0.0836964283,-0.2372563284,0.0844199128,-0.0773961926,-0.001437388,-0.1336858424,0.1719926306,0.1682290522,-0.240149023,-0.0440374928
Q8VHV7,NA,NA,NA,NA,-0.0684253998,0.2867629252,-0.1049098417,-0.0188602647,NA,NA,NA,NA
Q8VI04,0.4294119576,-0.511010296,0.219831802,-0.2253190624,NA,NA,NA,NA,NA,NA,NA,NA
Q8VID1,-0.4345712292,0.492452241,-0.2205661768,0.2997733674,-0.5476168562,0.5044747457,-0.243509883,0.1879890461,-0.5724496259,0.3509839899,-0.0303099312,0.2572701285
Q8VIF7,0.2046229675,-0.3656388422,0.4458079533,-0.4695541579,0.5733230932,-0.0968282585,-0.0036983088,-0.5487224357,0.5457226419,-0.5395078732,0.2630562052,-0.2379967055
Q91V33,0.1898965716,0.014013522,-0.2108607009,0.0334220948,NA,NA,NA,NA,NA,NA,NA,NA
Q91Y80,-0.2276190954,0.4906759914,-0.4662245652,0.2031676693,NA,NA,NA,NA,NA,NA,NA,NA
Q91Y81,0.2204266111,-0.5079437227,0.3083468087,-0.0785729895,NA,NA,NA,NA,NA,NA,NA,NA
Q920A6,-1.1857628466,0.5986906304,-0.632109193,1.272770377,-0.9103807864,0.7821821644,-0.6395397965,1.0916445778,-0.980878276,0.3494824457,-0.5676703089,0.9863912875
Q920D2,0.4112003467,-0.1397053221,0.1388756804,-0.3253621629,0.257400565,-0.1587492282,0.1148692559,-0.1479203799,0.2657938895,0.1012100398,0.2547649278,-0.5061051126
Q920F5,-0.5961533497,0.423643577,-0.3924852708,0.5766103585,-0.4809985045,0.4894460478,-0.3034771446,0.1525989665,-0.6677403091,0.7568635682,-0.1601411039,0.1368943954
Q920J4,-0.1018567968,-0.0837239809,-0.0129532249,0.0609259322,0.1371766989,-0.4679784119,-0.0695497849,0.0187359835,-0.0378048394,0.2143356578,-0.2217316491,-0.0053078991
Q920L2,0.268681287,-0.500284686,0.2435488315,-0.175452251,0.4555930165,-0.3329789311,0.0494194888,-0.1715719065,0.4249647668,-0.3452607453,-0.0965292308,-0.0943515392
Q920P0,0.3983306621,-0.0807686587,0.1476232913,-0.3939033262,0.337821749,-0.2320404702,0.1348586499,-0.026753875,0.2314941245,-0.4852898941,0.0634780368,-0.0354168537
Q923K9,0.1868708026,-0.0344031802,-0.113404782,-0.0772419901,NA,NA,NA,NA,0.2238522391,-0.0528488866,-0.1398877573,0.0322408806
Q923M1,0.3292101377,-0.5333891634,0.0862859549,-0.2592935326,-0.0501966599,0.0550066971,-0.0654957535,0.034975956,0.2655591038,-0.3502056139,-0.0467514754,0.0554899344
Q924C3,NA,NA,NA,NA,0.7370944817,-0.4586130455,0.0295046872,-0.2158033627,NA,NA,NA,NA
Q924S5,-0.0303655628,-0.0681068851,-0.013556829,0.1574265811,0.1343181783,-0.1510241765,0.0326590579,0.002876324,0.1841481535,-0.1560774945,0.0988418138,-0.1262449556
Q99068,0.0083171911,0.3214000898,0.0175323838,-0.0906788021,NA,NA,NA,NA,NA,NA,NA,NA
Q99ML5,-0.276103457,0.5283846044,-0.4556425402,0.3057724266,-0.3451235283,0.8492801797,-0.7865878102,0.166809822,-0.3224937868,0.667650812,-0.3825436375,0.1329678083
Q99MS0,0.2710238136,-0.109602571,0.0355377162,-0.1216552102,0.1510906786,0.1120433497,-0.0775185417,-0.3282188001,0.1688758826,-0.0154244098,-0.1246007621,-0.1281860915
Q99MZ8,0.3900702671,-0.5470556536,0.1529979881,-0.0484231979,0.6575305512,-0.3446896743,0.2499985005,-0.4926151506,0.498269234,-0.0767934582,0.4174990009,-0.7678392994
Q99NA5,-0.1823218993,0.060926158,-0.1787381089,0.1535444259,0.0081465634,0.1773221204,-0.1864545904,0.0934020985,0.1317378073,0.2633038388,-0.325672369,-0.0316422764
Q99NB7,-0.4513692283,0.596387285,-0.3586835959,0.3174004102,-0.4612692068,0.3669239169,-0.2033427975,0.3203300073,-0.1745707926,0.4223847789,-0.1025365307,0.3680486343
Q99PF5,0.1964198686,-0.0913440674,-0.0625325145,0.272927788,0.2371177179,-0.1230973028,-0.0336604774,-0.0479418045,0.1364341153,0.1148618221,-0.0646826101,-0.2457105167
Q9EPH8,0.0143839496,0.0586640769,-0.0299691125,0.0128695284,0.2534454244,0.0044565658,-0.1064897728,-0.1190145545,0.1645945882,0.1317308801,-0.0147489896,-0.1816289421
